x,y
-3.619569774956020794e-03,-1.196577108027047087e+00
-7.669277870449879853e-01,1.350904555796148987e+00
2.529221372745055763e-01,8.332879296856589013e-01
-9.645492949797774829e-01,1.330228673533378814e+00
-4.557985859919558846e-01,-2.708954913162539002e-01
2.343144639057272993e-01,8.381798822790830217e-01
-1.283737517310270082e+00,1.269033147549187168e+00
1.940285644232139506e-01,-1.426258467163371568e+00
3.502501551347343423e-01,1.040953783026740354e+00
-7.476021307110974901e-02,1.172103327442298060e+00
-1.095519967923851201e+00,1.240849184149211526e+00
8.498104322792428278e-02,-1.338902802403841852e+00
1.229231181382206772e+00,-1.392773903140517966e+00
1.033200839400294946e+00,-1.218489446533470799e+00
5.904850596879542834e-01,-1.640008587866092382e+00
6.594887586526494427e-01,-5.747067821689676448e-01
-6.533427685006428787e-01,1.478962649644884220e+00
1.428786881690010002e+00,-8.548282497121456602e-01
-3.282988404551858697e-01,-7.657260592410115585e-01
5.585998048602206500e-01,-1.451828430998570951e+00
1.727430918540442617e+00,1.972731447960251738e-01
7.287763223226598752e-01,-1.611094734556353991e+00
-4.802882446863503407e-01,1.486331443144989217e+00
2.468510557091419810e-01,-1.513014945770308151e+00
-1.769064589069196280e+00,2.771178366024235618e-01
-2.803019284412013035e-02,-1.251422750088373448e+00
-3.612942665784524832e-01,1.411909624886105608e+00
-4.374092710318800981e-01,-4.612671974637356231e-01
1.721426587007988118e+00,3.906591066062484741e-01
1.590191352523179502e-01,9.996375445412357674e-01
6.552608605293415156e-01,-1.477533269964012463e+00
-7.463914875122555914e-01,1.608594915502419731e+00
-1.297271026462763210e-01,1.468332135966560426e+00
-7.811806517721641141e-01,1.387368780439401039e+00
9.018691088325619942e-01,-1.304487923111879111e+00
-1.704719213772527553e+00,-3.032810755676659809e-01
1.714194357055845108e+00,4.289157427530148059e-01
-4.293257307674109291e-01,-7.326676485589025400e-01
-6.338454633643594849e-02,-1.093938751851010416e+00
1.331757508774982501e-01,9.525068956293014644e-01
-1.621230011184136899e+00,5.310687043136621543e-01
-5.674069931516344534e-01,1.449870322669394973e+00
1.516185681959341114e+00,-4.954274914251143302e-01
1.698565677490176951e+00,1.317131581472938406e-01
4.478275445700065083e-01,-1.629744336134351101e+00
-5.601723083234486644e-01,1.537346372723504828e+00
1.681084854122174121e+00,-1.953832344271385635e-01
-3.818351502779362971e-02,1.263917647970417280e+00
-8.690571916491761362e-02,1.484269999052950428e+00
1.965041488045959905e-01,1.083067954042557401e+00
5.822681387775886785e-02,1.158434623655955065e+00
1.768011258882245251e-01,8.607708373693745418e-01
-3.822389044965866511e-01,-2.566407458055930957e-01
1.754061585494722353e+00,7.630332611363759010e-02
1.770568859676629359e+00,2.832192496256307201e-01
-1.387882652458079846e+00,1.108997367330025297e+00
2.561077945678869594e-01,-1.406187083002271576e+00
-1.793341004541171513e+00,7.530519099509454251e-02
4.530397626986997633e-02,9.192670291961676510e-01
-1.416855562720684247e+00,7.848890378945939661e-01
-6.733347129146749488e-01,1.589070712295111987e+00
-6.093875995235997073e-02,1.139939441572263457e+00
4.561542382026225750e-01,3.278253927309036087e-01
-2.308352941141977588e-01,-7.518152428643946061e-01
-1.827120310385287605e-01,-1.047832123400788795e+00
1.623573144375675958e-01,-1.362409133580212650e+00
