x,y
4.386854925531925575e-01,1.018943495983636316e+00
3.970736319240337764e-01,1.240420447694965178e+00
6.612705092568950116e-01,1.305496889768813062e+00
5.854797164223928263e-01,6.381096938646914352e-02
7.909761496137042158e-01,1.821304516425285569e-01
8.542094240874124056e-01,-5.963294978780862149e-02
5.443430790545370490e-01,1.225343413029683637e+00
6.898965390119889962e-01,1.025918718287514297e-01
-1.340547189203381118e+00,-1.453327266996372602e+00
1.097913866003887851e+00,1.013084115822426579e-01
9.194916148959261237e-01,1.065121228934472697e+00
7.806356326968350023e-01,1.043140262232363336e+00
4.781928645832165814e-01,1.026043670887837544e+00
8.440279872818088336e-01,1.108628709449061889e+00
9.331966379833388503e-01,1.124742983174776167e+00
-1.616661924437845732e+00,-1.192822590945353589e+00
-1.365908126189030680e+00,-1.292629599290110232e+00
-1.657284869301879349e+00,-1.441636751507915148e+00
6.300119048756011031e-01,1.210703403798812028e+00
-1.498323677420862143e+00,-1.422848680932187415e+00
6.417398973276300378e-01,2.568051397123717883e-01
-1.277562556179523190e+00,-1.335717294141395062e+00
8.290511031011212895e-01,1.032284160175974019e+00
9.446757592019415783e-01,1.184424262410801010e+00
8.424669919722461708e-01,9.622700632099215334e-02
5.317179121983514056e-01,1.245618129157135989e+00
7.597377677326819789e-01,1.752221396292971689e-01
8.187106398214998304e-01,1.622155188133620474e-01
8.314558236767770616e-01,-5.599267207151908260e-02
7.801634193070743351e-01,7.780286248481994849e-02
6.922366933336131511e-01,-1.828860247951764884e-02
6.795449327789597760e-01,2.641235208643799015e-01
5.909454054373733944e-01,1.885618841394761658e-01
6.681383607901050237e-01,1.232537091510349514e+00
-1.347859754491873341e+00,-1.277527379961216125e+00
7.391933963911649919e-01,1.039620355284296860e+00
1.086048687530799750e+00,2.759159348414005897e-01
5.745690659696062186e-01,3.299458061535712888e-02
6.685477605433912673e-01,1.372898731783109394e+00
-1.012233731484828869e+00,-1.246942384828005679e+00
6.751024396851607046e-01,-1.049270414040375660e-01
5.817093429310794539e-01,1.263601060465242343e+00
4.877775194997777120e-01,3.493019451719085455e-01
8.068456066171072472e-01,1.496491457440459472e-01
7.985914163191424331e-01,3.078520149695677249e-02
8.316553202190799521e-01,2.535800611738048271e-01
7.526197923756325903e-01,1.066079425410111581e+00
9.840496724840420706e-01,1.282666212918524895e+00
1.183093595744034943e+00,-1.313277159703201379e-02
-1.558079711277615687e+00,-1.249922428409637520e+00
-1.520958486010470123e+00,-1.254430188355060816e+00
7.488611079601721343e-01,1.139089685874481006e+00
-1.289538075543261941e+00,-1.287193523253468586e+00
7.368836085097565380e-01,-1.788936133414117946e-02
4.664292973161713873e-01,7.706846095877580016e-02
4.779916808336179268e-01,2.057130171557463583e-01
-1.455797563795728999e+00,-1.386623728545383072e+00
3.143694398518374067e-01,1.395116018289752347e-01
6.476017485948526442e-01,4.849382802766272356e-04
8.228838800129626430e-01,1.201236143583032323e+00
6.262026371493407684e-01,-2.220517348655929799e-02
-1.583672670199091970e+00,-1.342285892227315536e+00
5.511256730180547070e-01,1.278112449007252627e-01
9.001570568993468857e-01,2.332544547763907850e-01
6.699062365312004053e-01,1.345784275802770713e+00
6.704657202557222639e-01,7.468677608623232496e-03
6.650790045545873497e-01,1.008533264363717707e+00
9.512759529303025374e-01,2.654611690721094264e-01
7.762685620888017946e-01,3.108323151338894252e-01
-1.532155035428074630e+00,-1.288963113733528010e+00
-1.605781426558939851e+00,-1.027958613106542796e+00
7.855374176958789256e-01,1.230907005637177365e+00
6.104493675132219854e-01,1.078351874968577873e+00
-1.364208808137407747e+00,-1.126921621656769235e+00
4.864717090840671165e-01,1.085158767514455613e+00
9.032519219073693595e-01,2.006167801818408564e-02
5.768591025234506287e-01,-1.806265801903055579e-01
7.603817738921198055e-01,1.109844904905504803e+00
1.064173464875852737e+00,1.162039561419010880e+00
-1.502874631212110179e+00,-1.186822976985945965e+00
9.225636408243657050e-01,1.378510017944293731e+00
9.287651396055608410e-01,1.188587670699142951e+00
9.532935734342211642e-01,1.518374658575882830e-01
6.322498132733466170e-01,-8.682045092731395519e-02
9.218478004268465531e-01,1.393068842196085511e+00
7.596471330811711553e-01,1.049406392493263729e+00
-1.374957366563534400e+00,-1.140898565029613954e+00
7.553853965733650089e-01,-4.442280591045474902e-02
7.175484916722461026e-01,1.163661490727824432e+00
8.437057666599354633e-01,2.063805268520285396e-01
6.845103266925446350e-01,-4.139127030854195324e-03
4.866890506402548611e-01,6.597109595689215622e-02
6.481662467256341653e-01,1.028550245643689715e-01
8.251735374654822763e-01,3.028345454226762379e-01
6.582280773100466220e-01,-7.127715096155413932e-02
6.312317294402485235e-01,-1.123684546430405232e-02
5.026669196904544057e-01,1.185357391311919750e+00
-1.375743795141701309e+00,-1.198210408538730842e+00
-1.514984751243236172e+00,-1.075601590490814052e+00
-1.204430009126914669e+00,-1.149316679599991842e+00
8.182292881692768693e-01,1.018041330063281125e+00
-1.379467619501552722e+00,-1.264666055487138063e+00
4.720098750220977912e-01,1.229502747602984281e+00
8.517013568440654492e-01,1.100761366421880494e+00
8.178229069032633136e-01,2.917835446223185705e-02
6.979738539228825811e-01,5.590837273944655045e-02
4.645831120036118533e-01,1.035226567842475465e+00
-1.492757717991118449e+00,-1.268150514264524631e+00
8.193184091826506421e-01,1.323336914984570400e+00
-1.363350242312062921e+00,-1.194965477709463375e+00
-1.314490987710426495e+00,-9.796041477614114701e-01
1.106578648364341388e+00,1.150987400004275463e+00
4.503365938646493594e-01,7.490572668759827579e-02
9.031506679053974418e-01,2.040898922315979164e-02
-1.233420489213461257e+00,-1.277816998380408853e+00
8.368684873082061770e-01,2.300155871090339144e-01
7.311065219612149502e-01,1.215976312293010508e+00
6.592196369881370144e-01,1.074472746278591462e+00
-1.162461187356047310e+00,-1.299662402417552709e+00
4.140190431191438369e-01,1.098483579841246227e+00
6.201410401352965840e-01,1.193245732929173464e+00
1.054132754240398873e+00,1.042107944139986364e-01
4.209889303903151525e-01,1.042902869039470382e-01
5.801472276491910218e-01,-5.637870230709570059e-03
7.436399863893691231e-01,1.127680708483767003e+00
4.076506394926143195e-01,1.137547479413786311e-01
-1.387856279609398946e+00,-1.426508988861140859e+00
8.516240886435190172e-01,2.519462900305387554e-01
6.866994020613099714e-01,1.063548645265245396e+00
-1.458275104236091746e+00,-1.373467902920004091e+00
7.508403326958217328e-01,1.007439012427475689e-01
-1.332738194047609737e+00,-1.171874464166407170e+00
6.985929437020186317e-01,1.174758936873514736e+00
6.480161204734922187e-01,1.108757957817132489e+00
4.741183176582197123e-01,2.768826775990109179e-01
3.021091367953085971e-01,9.570919407864617034e-02
-1.363511151049630499e+00,-1.254236729723142263e+00
-1.179835636262156928e+00,-1.075649895347325691e+00
8.870242758278116257e-01,1.037793473458146876e+00
7.160200840243495790e-01,1.317102706940566526e+00
3.932059879551446646e-01,1.237761843378596183e+00
-1.498418871487123161e+00,-1.089607039359425933e+00
6.244626356969303904e-01,5.053809331225470915e-03
9.398345850284318681e-01,1.241856953942884062e-01
4.890642832533189654e-01,1.149602481522894459e+00
-1.343640013774993092e+00,-1.200377095811351325e+00
7.782053167215717826e-01,-4.484391046451559337e-02
-1.346893066256815930e+00,-1.273853240957558031e+00
8.642878010794222687e-01,6.349906434101164343e-02
5.906635991391250284e-01,2.148136393656001897e-01
1.181628163806621057e+00,-5.556706793204474991e-03
-1.355578406929200286e+00,-1.192163447818952227e+00
8.259399681456435216e-01,1.092885778975181799e+00
7.759198475680986196e-01,-2.787119344497810541e-02
8.218039833231168823e-01,1.162459536816580208e+00
